account_id,segment_name,arr,arr_headroom,health_score,upsell_label,propensity_score,propensity_decile,priority_tier,shap_driver_1,shap_value_1,shap_driver_2,shap_value_2,shap_driver_3,shap_value_3,rank
ACC-08508,Early-Stage Potential,31916.51,118083.49,52.46,1,0.4143,6,Medium,,,,,,,4445
ACC-02039,Loyal Mid-Market,2657.4,37342.6,47.66,1,0.4143,6,Medium,,,,,,,4446
ACC-08596,At-Risk Dormant,6978.81,33021.19,86.45,0,0.4143,6,Medium,,,,,,,4447
ACC-09619,At-Risk Dormant,18279.6,21720.4,58.97,1,0.4143,6,Medium,,,,,,,4448
ACC-06970,Loyal Mid-Market,18898.62,21101.38,41.23,1,0.4143,6,Medium,,,,,,,4449
ACC-04990,Growth-Stage Expanding,198434.95,301565.05,52.42,0,0.4142,6,Medium,avg_feature_adoption,-0.445,arr,0.3701,logins_stddev,0.3559,4450
ACC-07470,Loyal Mid-Market,4673.48,35326.520000000004,63.65,1,0.414,6,Medium,,,,,,,4451
ACC-00949,Loyal Mid-Market,2492.4,17507.6,80.02,0,0.414,6,Medium,,,,,,,4452
ACC-00989,Loyal Mid-Market,46373.41,103626.59,73.17,0,0.414,6,Medium,health_score,0.26,tenure_months,-0.2246,arr,0.2232,4453
ACC-09840,Early-Stage Potential,2651.76,17348.239999999998,40.57,1,0.414,6,Medium,total_api_calls,0.1837,num_products,-0.1788,health_score,-0.1559,4454
ACC-09722,Loyal Mid-Market,1325.3,18674.7,75.01,0,0.4137,6,Medium,,,,,,,4455
ACC-07060,Early-Stage Potential,8156.73,141843.27,54.0,0,0.4137,6,Medium,,,,,,,4456
ACC-09007,High-Value Engaged,369044.51,130955.48999999999,59.93,0,0.4137,6,Medium,,,,,,,4457
ACC-07629,Growth-Stage Expanding,80346.39,419653.61,71.17,0,0.4137,6,Medium,,,,,,,4458
ACC-00803,Early-Stage Potential,1091.12,18908.88,56.96,1,0.4136,6,Medium,,,,,,,4459
ACC-03449,Early-Stage Potential,21896.11,128103.89,33.53,1,0.4136,6,Medium,,,,,,,4460
ACC-09411,Loyal Mid-Market,31937.75,118062.25,71.9,0,0.4136,6,Medium,,,,,,,4461
ACC-03427,Growth-Stage Expanding,47253.87,452746.13,63.35,0,0.4136,6,Medium,,,,,,,4462
ACC-02466,Loyal Mid-Market,4861.75,35138.25,89.54,0,0.4136,6,Medium,,,,,,,4463
ACC-00529,Loyal Mid-Market,3357.78,36642.22,60.29,1,0.4136,6,Medium,,,,,,,4464
ACC-00767,At-Risk Dormant,54978.44,95021.56,47.77,0,0.4133,6,Medium,,,,,,,4465
ACC-09650,Loyal Mid-Market,21931.94,18068.06,42.82,1,0.4133,6,Medium,,,,,,,4466
ACC-08126,Early-Stage Potential,32661.0,117339.0,45.43,0,0.4133,6,Medium,,,,,,,4467
ACC-09581,Loyal Mid-Market,11625.5,28374.5,62.4,0,0.4133,6,Medium,,,,,,,4468
ACC-01268,Early-Stage Potential,1830.13,18169.87,67.46,0,0.4133,6,Medium,,,,,,,4469
ACC-08209,Loyal Mid-Market,8126.18,31873.82,63.93,1,0.4133,6,Medium,health_score,0.2842,logins_per_user,0.2442,peak_feature_adoption,-0.1656,4470
ACC-07537,Early-Stage Potential,8930.58,31069.42,50.51,1,0.4133,6,Medium,peak_feature_adoption,0.3243,num_products,0.2555,arr,-0.1112,4471
ACC-01003,Growth-Stage Expanding,149200.55,350799.45,48.75,0,0.4133,6,Medium,,,,,,,4472
ACC-02659,Growth-Stage Expanding,120464.72,379535.28,72.26,0,0.4133,6,Medium,,,,,,,4473
ACC-00953,At-Risk Dormant,47933.54,102066.45999999999,69.4,0,0.4133,6,Medium,,,,,,,4474
ACC-03006,Loyal Mid-Market,4899.26,35100.74,62.39,0,0.4133,6,Medium,,,,,,,4475
ACC-09677,Loyal Mid-Market,2955.24,37044.76,63.89,1,0.4133,6,Medium,num_products,0.2372,arr_utilization,0.2255,health_score,0.1554,4476
ACC-00806,Growth-Stage Expanding,40583.18,459416.82,55.88,0,0.4133,6,Medium,num_products,-0.2781,arr_utilization,0.215,arr_per_tenure_month,0.2146,4477
ACC-00985,Loyal Mid-Market,14408.73,135591.27,76.03,0,0.4133,6,Medium,,,,,,,4478
ACC-00566,Loyal Mid-Market,7214.99,32785.01,64.7,1,0.4133,6,Medium,,,,,,,4479
ACC-08672,Early-Stage Potential,18858.7,131141.3,34.27,1,0.4133,6,Medium,,,,,,,4480
ACC-05160,At-Risk Dormant,34556.26,115443.73999999999,53.67,0,0.4133,6,Medium,,,,,,,4481
ACC-01608,At-Risk Dormant,19699.72,130300.28,56.38,0,0.4133,6,Medium,,,,,,,4482
ACC-02193,Early-Stage Potential,2901.6,37098.4,43.57,0,0.4133,6,Medium,,,,,,,4483
ACC-02459,Early-Stage Potential,22022.56,127977.44,50.23,0,0.4133,6,Medium,,,,,,,4484
ACC-07345,Early-Stage Potential,22937.69,127062.31,37.1,1,0.4133,6,Medium,health_score,-0.2492,num_products,-0.1733,tenure_months,0.1073,4485
ACC-01826,Growth-Stage Expanding,179351.79,320648.20999999996,57.7,0,0.4133,6,Medium,logins_stddev,0.3359,arr,0.2132,peak_feature_adoption,-0.1729,4486
ACC-06672,Loyal Mid-Market,33162.46,116837.54000000001,55.09,0,0.4133,6,Medium,,,,,,,4487
ACC-00450,At-Risk Dormant,8743.8,31256.2,71.33,0,0.4133,6,Medium,contract_end_days,0.1993,avg_feature_adoption,-0.1847,health_score,0.1642,4488
ACC-07203,Growth-Stage Expanding,134357.59,365642.41000000003,29.74,0,0.4133,6,Medium,,,,,,,4489
ACC-08770,Growth-Stage Expanding,116265.49,383734.51,54.1,0,0.4133,6,Medium,,,,,,,4490
ACC-01773,At-Risk Dormant,12157.37,27842.629999999997,36.99,0,0.4133,6,Medium,,,,,,,4491
ACC-00143,Early-Stage Potential,1109.44,18890.56,55.41,0,0.4133,6,Medium,,,,,,,4492
ACC-03318,Growth-Stage Expanding,61248.53,438751.47,61.89,0,0.4133,6,Medium,login_growth,-0.2553,num_products,-0.253,arr,0.2216,4493
ACC-02013,Growth-Stage Expanding,36763.45,463236.55,52.84,0,0.4129,6,Medium,,,,,,,4494
ACC-00604,Loyal Mid-Market,2915.21,37084.79,74.71,0,0.4129,6,Medium,,,,,,,4495
ACC-02113,At-Risk Dormant,11836.37,138163.63,61.85,0,0.4129,6,Medium,contract_end_days,0.2959,arr_utilization,0.2693,max_storage_gb,0.2255,4496
ACC-02860,Early-Stage Potential,11098.85,28901.15,67.82,0,0.4129,6,Medium,,,,,,,4497
ACC-00567,Loyal Mid-Market,4704.23,35295.770000000004,65.25,0,0.4129,6,Medium,num_products,0.1761,avg_storage_gb,0.164,health_score,0.1612,4498
ACC-00758,Loyal Mid-Market,1232.33,18767.67,70.7,0,0.4129,6,Medium,,,,,,,4499
ACC-05011,Loyal Mid-Market,19808.71,130191.29000000001,48.2,1,0.4125,6,Medium,,,,,,,4500
ACC-01359,Early-Stage Potential,5735.51,34264.49,62.79,0,0.4125,6,Medium,,,,,,,4501
ACC-08351,Early-Stage Potential,2608.85,17391.15,65.71,0,0.4125,6,Medium,,,,,,,4502
ACC-02351,Growth-Stage Expanding,117336.35,382663.65,59.43,0,0.4125,6,Medium,,,,,,,4503
ACC-02280,At-Risk Dormant,12011.0,27989.0,37.8,0,0.4125,6,Medium,,,,,,,4504
ACC-07106,Growth-Stage Expanding,101347.08,398652.92,50.84,0,0.4125,6,Medium,,,,,,,4505
ACC-06303,Loyal Mid-Market,13167.39,26832.61,56.94,1,0.4125,6,Medium,,,,,,,4506
ACC-01257,Loyal Mid-Market,5044.25,34955.75,64.46,1,0.4124,6,Medium,,,,,,,4507
ACC-06754,Loyal Mid-Market,2850.03,17149.97,72.12,0,0.4124,6,Medium,num_products,0.165,arr,-0.1561,health_score,0.1518,4508
ACC-00409,Growth-Stage Expanding,74507.89,425492.11,51.98,0,0.4124,6,Medium,,,,,,,4509
ACC-02045,At-Risk Dormant,13101.13,6898.870000000001,51.65,0,0.4124,6,Medium,,,,,,,4510
ACC-01501,At-Risk Dormant,10631.65,29368.35,48.9,0,0.4124,6,Medium,,,,,,,4511
ACC-08248,Growth-Stage Expanding,108211.27,391788.73,81.38,0,0.4124,6,Medium,,,,,,,4512
ACC-09353,Early-Stage Potential,23205.58,126794.42,56.53,0,0.4124,6,Medium,,,,,,,4513
ACC-07625,Loyal Mid-Market,31723.96,118276.04000000001,45.94,0,0.4124,6,Medium,avg_feature_adoption,-0.2713,peak_feature_adoption,-0.1786,arr,0.1485,4514
ACC-03298,At-Risk Dormant,20381.51,19618.49,66.12,0,0.4124,6,Medium,,,,,,,4515
ACC-04904,Early-Stage Potential,951.34,19048.66,57.18,1,0.4124,6,Medium,,,,,,,4516
ACC-09785,At-Risk Dormant,10709.16,29290.84,53.01,0,0.4124,6,Medium,,,,,,,4517
ACC-04879,At-Risk Dormant,21691.75,128308.25,34.82,0,0.4124,6,Medium,,,,,,,4518
ACC-09147,Loyal Mid-Market,21191.57,128808.43,54.04,0,0.4124,6,Medium,,,,,,,4519
ACC-06184,Loyal Mid-Market,5269.01,34730.99,56.02,1,0.4124,6,Medium,,,,,,,4520
ACC-09693,At-Risk Dormant,10876.89,29123.11,30.98,0,0.4124,6,Medium,,,,,,,4521
ACC-08436,Early-Stage Potential,5409.6,34590.4,63.3,0,0.4124,6,Medium,,,,,,,4522
ACC-05407,Loyal Mid-Market,25569.1,124430.9,46.18,1,0.4124,6,Medium,,,,,,,4523
ACC-01598,Early-Stage Potential,15160.95,134839.05,44.42,0,0.4124,6,Medium,health_score,-0.1704,contract_end_days,-0.1365,arr_utilization,0.1323,4524
ACC-00867,Early-Stage Potential,1075.59,18924.41,53.48,1,0.4124,6,Medium,,,,,,,4525
ACC-09872,Early-Stage Potential,3812.25,16187.75,49.27,0,0.4124,6,Medium,,,,,,,4526
ACC-06591,Loyal Mid-Market,29998.14,120001.86,56.43,0,0.4124,6,Medium,,,,,,,4527
ACC-05225,At-Risk Dormant,10596.11,29403.89,50.22,0,0.4124,6,Medium,,,,,,,4528
ACC-04363,Loyal Mid-Market,5944.47,34055.53,75.08,0,0.4124,6,Medium,health_score,0.3434,arr_per_tenure_month,-0.1689,arr,-0.1505,4529
ACC-04741,Early-Stage Potential,21563.66,128436.34,54.7,0,0.4124,6,Medium,,,,,,,4530
ACC-02812,Loyal Mid-Market,1575.55,18424.45,65.34,0,0.4124,6,Medium,,,,,,,4531
ACC-02027,Loyal Mid-Market,3114.09,16885.91,58.62,1,0.4124,6,Medium,,,,,,,4532
ACC-08959,Growth-Stage Expanding,69952.69,430047.31,73.3,0,0.4124,6,Medium,,,,,,,4533
ACC-03095,Loyal Mid-Market,2618.72,37381.28,49.67,0,0.4124,6,Medium,num_products,0.2458,arr,-0.1918,arr_utilization,0.1776,4534
ACC-09473,Growth-Stage Expanding,107407.59,392592.41000000003,71.78,0,0.4124,6,Medium,,,,,,,4535
ACC-01363,At-Risk Dormant,2638.74,37361.26,64.44,0,0.4124,6,Medium,,,,,,,4536
ACC-05633,Early-Stage Potential,16106.53,133893.47,49.65,0,0.4124,6,Medium,,,,,,,4537
ACC-01399,Early-Stage Potential,7741.61,32258.39,44.08,1,0.4124,6,Medium,,,,,,,4538
ACC-08765,At-Risk Dormant,35474.69,114525.31,59.75,0,0.4124,6,Medium,,,,,,,4539
ACC-05620,Growth-Stage Expanding,99220.32,400779.68,70.58,0,0.4124,6,Medium,,,,,,,4540
ACC-07201,Early-Stage Potential,13303.82,136696.18,54.16,0,0.4124,6,Medium,,,,,,,4541
ACC-09232,At-Risk Dormant,17724.94,22275.06,55.97,1,0.4123,6,Medium,,,,,,,4542
ACC-04955,At-Risk Dormant,29650.05,120349.95,77.82,0,0.4122,6,Medium,,,,,,,4543
ACC-07108,Loyal Mid-Market,8381.44,31618.559999999998,71.16,1,0.4122,6,Medium,,,,,,,4544
ACC-09310,At-Risk Dormant,6608.77,33391.229999999996,59.53,1,0.4122,6,Medium,,,,,,,4545
ACC-09331,Loyal Mid-Market,4254.81,35745.19,71.55,1,0.4122,6,Medium,,,,,,,4546
ACC-08729,Growth-Stage Expanding,56234.98,443765.02,46.39,1,0.4122,6,Medium,,,,,,,4547
ACC-04687,Loyal Mid-Market,66513.8,83486.2,68.11,0,0.4122,6,Medium,,,,,,,4548
ACC-08134,Loyal Mid-Market,1010.07,18989.93,48.38,1,0.4122,6,Medium,,,,,,,4549
ACC-05361,Early-Stage Potential,5085.55,34914.45,51.75,0,0.4122,6,Medium,,,,,,,4550
ACC-00522,Loyal Mid-Market,35625.05,114374.95,70.36,0,0.4122,6,Medium,,,,,,,4551
ACC-05342,At-Risk Dormant,21548.74,478451.26,62.29,0,0.4122,6,Medium,contract_end_days,0.3001,avg_feature_adoption,-0.241,num_products,-0.1993,4552
ACC-09437,Early-Stage Potential,49218.79,100781.20999999999,56.09,1,0.4122,6,Medium,arr,0.2526,support_tickets_l90d,-0.2293,num_products,-0.1991,4553
ACC-02991,Early-Stage Potential,6824.22,33175.78,47.93,0,0.4121,6,Medium,,,,,,,4554
ACC-07796,At-Risk Dormant,14538.85,25461.15,46.87,1,0.4121,6,Medium,contract_end_days,0.243,peak_feature_adoption,0.1254,num_products,-0.1252,4555
ACC-01888,At-Risk Dormant,27482.5,122517.5,29.47,0,0.412,6,Medium,,,,,,,4556
ACC-02788,Loyal Mid-Market,5289.9,34710.1,72.71,1,0.4118,6,Medium,,,,,,,4557
ACC-01099,Loyal Mid-Market,241.17,19758.83,68.58,1,0.4118,6,Medium,,,,,,,4558
ACC-00678,Loyal Mid-Market,5866.61,34133.39,53.27,1,0.4118,6,Medium,,,,,,,4559
ACC-01777,At-Risk Dormant,8082.25,31917.75,63.73,1,0.4118,6,Medium,,,,,,,4560
ACC-01985,Loyal Mid-Market,3856.55,36143.45,57.22,1,0.4118,6,Medium,,,,,,,4561
ACC-03051,Loyal Mid-Market,817.66,19182.34,62.41,1,0.4118,6,Medium,,,,,,,4562
ACC-04289,At-Risk Dormant,2961.18,17038.82,56.81,0,0.4118,6,Medium,,,,,,,4563
ACC-08541,At-Risk Dormant,38673.74,111326.26000000001,31.89,0,0.4118,6,Medium,,,,,,,4564
ACC-02982,Loyal Mid-Market,20121.83,129878.17,77.27,1,0.4118,6,Medium,,,,,,,4565
ACC-00510,Early-Stage Potential,17109.73,482890.27,33.68,1,0.4118,6,Medium,,,,,,,4566
ACC-04603,Loyal Mid-Market,7929.08,12070.92,41.44,1,0.4117,6,Medium,arr_utilization,-0.2066,num_products,0.1884,arr,-0.1653,4567
ACC-08265,Early-Stage Potential,10481.95,29518.05,64.04,0,0.4117,6,Medium,tenure_months,-0.2249,logins_stddev,-0.192,health_score,0.1396,4568
ACC-08631,Loyal Mid-Market,3715.48,36284.52,57.7,0,0.4117,6,Medium,,,,,,,4569
ACC-07941,Early-Stage Potential,20146.41,129853.59,29.73,0,0.4117,6,Medium,max_storage_gb,0.2396,health_score,-0.2074,num_products,-0.1824,4570
ACC-04193,Loyal Mid-Market,9014.73,30985.27,64.16,1,0.4116,6,Medium,,,,,,,4571
ACC-08287,Early-Stage Potential,39579.07,110420.93,43.6,1,0.4114,6,Medium,,,,,,,4572
ACC-06893,Growth-Stage Expanding,56240.11,443759.89,41.56,1,0.4114,6,Medium,,,,,,,4573
ACC-04853,Loyal Mid-Market,1467.95,18532.05,56.64,0,0.4114,6,Medium,,,,,,,4574
ACC-09070,Loyal Mid-Market,20516.14,129483.86,54.43,1,0.4114,6,Medium,,,,,,,4575
ACC-08531,Loyal Mid-Market,11158.01,28841.989999999998,53.73,1,0.4114,6,Medium,,,,,,,4576
ACC-07569,Loyal Mid-Market,2895.71,17104.29,62.15,1,0.4112,6,Medium,,,,,,,4577
ACC-07848,At-Risk Dormant,22490.21,127509.79000000001,66.42,0,0.4112,6,Medium,tenure_months,-0.2433,health_score,0.191,support_tickets_l90d,-0.168,4578
ACC-01310,Loyal Mid-Market,2299.3,17700.7,74.24,0,0.4112,6,Medium,,,,,,,4579
ACC-01434,Early-Stage Potential,16234.94,133765.06,54.04,0,0.4112,6,Medium,,,,,,,4580
ACC-01782,Early-Stage Potential,15917.43,24082.57,49.52,0,0.4111,6,Medium,,,,,,,4581
ACC-07144,Growth-Stage Expanding,101410.88,398589.12,60.8,0,0.411,6,Medium,login_growth,-0.2641,num_products,-0.2397,avg_storage_gb,-0.2086,4582
ACC-09644,Growth-Stage Expanding,67857.65,432142.35,34.75,0,0.411,6,Medium,,,,,,,4583
ACC-05462,Growth-Stage Expanding,41270.06,458729.94,71.72,0,0.4109,6,Medium,,,,,,,4584
ACC-05855,Growth-Stage Expanding,55112.62,444887.38,49.41,0,0.4109,6,Medium,,,,,,,4585
ACC-02861,Loyal Mid-Market,18675.85,131324.15,52.27,0,0.4108,6,Medium,,,,,,,4586
ACC-07222,Loyal Mid-Market,19587.43,130412.57,51.29,1,0.4108,6,Medium,,,,,,,4587
ACC-08469,Early-Stage Potential,5208.56,34791.44,42.15,1,0.4108,6,Medium,,,,,,,4588
ACC-06434,Early-Stage Potential,906.91,19093.09,50.43,0,0.4108,6,Medium,arr,-0.3295,num_products,0.2179,contract_end_days,-0.1765,4589
ACC-03932,Early-Stage Potential,2821.25,37178.75,59.28,1,0.4108,6,Medium,,,,,,,4590
ACC-01932,Early-Stage Potential,4638.96,35361.04,53.35,0,0.4108,6,Medium,num_products,-0.1978,peak_feature_adoption,0.1751,arr,-0.1567,4591
ACC-05544,Loyal Mid-Market,4316.12,35683.88,59.86,0,0.4108,6,Medium,num_products,0.1648,arr,-0.1529,max_storage_gb,0.1438,4592
ACC-08577,Growth-Stage Expanding,120571.92,379428.08,63.73,0,0.4108,6,Medium,,,,,,,4593
ACC-03123,Loyal Mid-Market,23526.69,126473.31,52.12,0,0.4108,6,Medium,,,,,,,4594
ACC-00162,At-Risk Dormant,616.17,19383.83,51.31,0,0.4108,6,Medium,,,,,,,4595
ACC-08302,Early-Stage Potential,24326.42,125673.58,29.03,1,0.4108,6,Medium,,,,,,,4596
ACC-02824,Loyal Mid-Market,4909.28,15090.720000000001,52.25,0,0.4108,6,Medium,,,,,,,4597
ACC-01802,Loyal Mid-Market,6469.7,33530.3,55.53,0,0.4108,6,Medium,,,,,,,4598
ACC-08437,Loyal Mid-Market,20007.24,129992.76,57.92,0,0.4108,6,Medium,,,,,,,4599
ACC-08236,Growth-Stage Expanding,87088.48,412911.52,33.75,0,0.4108,6,Medium,,,,,,,4600
ACC-02774,Growth-Stage Expanding,97341.05,402658.95,57.3,0,0.4106,6,Medium,,,,,,,4601
ACC-01604,Loyal Mid-Market,720.72,19279.28,85.51,0,0.4106,6,Medium,,,,,,,4602
ACC-00316,At-Risk Dormant,20285.81,129714.19,41.44,0,0.4106,6,Medium,,,,,,,4603
ACC-01276,At-Risk Dormant,20518.41,129481.59,44.9,0,0.4106,6,Medium,,,,,,,4604
ACC-02906,At-Risk Dormant,5028.48,34971.520000000004,75.97,0,0.4106,6,Medium,,,,,,,4605
ACC-01062,Loyal Mid-Market,4980.17,35019.83,54.81,0,0.4106,6,Medium,,,,,,,4606
ACC-00752,Loyal Mid-Market,29030.7,120969.3,78.89,0,0.4106,6,Medium,,,,,,,4607
ACC-01707,Growth-Stage Expanding,85614.43,414385.57,56.96,0,0.4106,6,Medium,,,,,,,4608
ACC-00105,At-Risk Dormant,4950.39,35049.61,63.84,0,0.4105,6,Medium,,,,,,,4609
ACC-01470,At-Risk Dormant,10818.19,139181.81,54.54,0,0.4105,6,Medium,,,,,,,4610
ACC-07653,Loyal Mid-Market,7201.26,32798.74,58.47,0,0.4105,6,Medium,,,,,,,4611
ACC-02944,Loyal Mid-Market,24106.94,125893.06,71.09,0,0.4105,6,Medium,,,,,,,4612
ACC-09788,Loyal Mid-Market,27706.09,122293.91,61.07,0,0.4105,6,Medium,,,,,,,4613
ACC-08607,Loyal Mid-Market,16308.29,133691.71,67.14,0,0.4105,6,Medium,,,,,,,4614
ACC-09216,Loyal Mid-Market,10251.49,29748.510000000002,68.51,0,0.4105,6,Medium,,,,,,,4615
ACC-02053,Loyal Mid-Market,5921.81,34078.19,53.6,1,0.4105,6,Medium,,,,,,,4616
ACC-00944,Loyal Mid-Market,44669.43,105330.57,44.59,0,0.4105,6,Medium,,,,,,,4617
ACC-02421,Growth-Stage Expanding,45914.75,454085.25,70.14,0,0.4105,6,Medium,health_score,0.2351,arr_utilization,0.2265,tenure_months,-0.2234,4618
ACC-01095,Early-Stage Potential,13542.59,26457.41,41.42,1,0.4105,6,Medium,,,,,,,4619
ACC-03411,Early-Stage Potential,3636.14,36363.86,46.95,0,0.4105,6,Medium,,,,,,,4620
ACC-00817,Early-Stage Potential,2904.69,17095.31,43.72,1,0.4105,6,Medium,,,,,,,4621
ACC-02622,At-Risk Dormant,499.41,19500.59,61.59,0,0.4105,6,Medium,,,,,,,4622
ACC-01864,At-Risk Dormant,2794.09,37205.91,57.5,0,0.4105,6,Medium,,,,,,,4623
ACC-00489,Loyal Mid-Market,22018.24,17981.76,51.62,1,0.4105,6,Medium,,,,,,,4624
ACC-01028,At-Risk Dormant,22230.72,127769.28,53.41,0,0.4105,6,Medium,num_products,0.175,max_storage_gb,0.1228,logins_stddev,-0.102,4625
ACC-07239,At-Risk Dormant,7882.63,32117.37,42.68,0,0.4105,6,Medium,,,,,,,4626
ACC-05658,Early-Stage Potential,7682.36,32317.64,50.36,0,0.4105,6,Medium,,,,,,,4627
ACC-09408,Growth-Stage Expanding,72029.37,427970.63,54.54,0,0.4105,6,Medium,,,,,,,4628
ACC-08816,Early-Stage Potential,18335.45,131664.55,44.21,1,0.4105,6,Medium,,,,,,,4629
ACC-08722,Loyal Mid-Market,4613.45,35386.55,69.17,0,0.4103,6,Medium,,,,,,,4630
ACC-07877,Loyal Mid-Market,3588.44,36411.56,75.04,0,0.4103,6,Medium,,,,,,,4631
ACC-09351,Early-Stage Potential,11511.66,28488.34,52.2,0,0.4103,6,Medium,,,,,,,4632
ACC-08114,At-Risk Dormant,5144.97,34855.03,39.69,0,0.4103,6,Medium,users_per_login,-0.2133,contract_end_days,0.2027,num_products,0.1788,4633
ACC-07502,Loyal Mid-Market,4398.76,35601.24,61.17,0,0.4103,6,Medium,,,,,,,4634
ACC-08720,Growth-Stage Expanding,170964.07,329035.93,51.62,0,0.4103,6,Medium,,,,,,,4635
ACC-09288,Loyal Mid-Market,9512.76,30487.239999999998,86.02,0,0.4103,6,Medium,,,,,,,4636
ACC-08370,Growth-Stage Expanding,24933.45,475066.55,57.45,0,0.4103,6,Medium,,,,,,,4637
ACC-09567,Loyal Mid-Market,44356.01,105643.98999999999,64.72,0,0.4103,6,Medium,,,,,,,4638
ACC-04696,Early-Stage Potential,3511.86,36488.14,38.17,1,0.4103,6,Medium,,,,,,,4639
ACC-09873,Early-Stage Potential,9828.49,30171.510000000002,28.84,0,0.4103,6,Medium,,,,,,,4640
ACC-08714,Early-Stage Potential,9464.7,30535.3,52.76,0,0.4103,6,Medium,,,,,,,4641
ACC-08953,At-Risk Dormant,25246.32,124753.68,39.67,0,0.4103,6,Medium,,,,,,,4642
ACC-07727,Growth-Stage Expanding,88513.39,411486.61,58.98,0,0.4103,6,Medium,,,,,,,4643
ACC-09633,Early-Stage Potential,29336.17,120663.83,42.73,0,0.4103,6,Medium,,,,,,,4644
ACC-07582,At-Risk Dormant,1338.52,18661.48,81.01,0,0.4103,6,Medium,,,,,,,4645
ACC-07991,Loyal Mid-Market,3448.66,36551.34,49.67,0,0.4103,6,Medium,,,,,,,4646
ACC-06301,Early-Stage Potential,18069.3,131930.7,37.89,0,0.4102,6,Medium,,,,,,,4647
ACC-05683,Loyal Mid-Market,62530.55,87469.45,66.14,0,0.4102,6,Medium,,,,,,,4648
ACC-03883,At-Risk Dormant,5943.7,34056.3,47.06,0,0.4102,6,Medium,,,,,,,4649
ACC-03221,Early-Stage Potential,21103.32,128896.68,54.27,1,0.4102,6,Medium,,,,,,,4650
ACC-03208,Growth-Stage Expanding,123183.69,376816.31,45.65,0,0.4102,6,Medium,,,,,,,4651
ACC-03815,Loyal Mid-Market,30389.67,119610.33,52.86,0,0.4102,6,Medium,,,,,,,4652
ACC-01736,Early-Stage Potential,8323.01,31676.989999999998,47.65,1,0.4102,6,Medium,,,,,,,4653
ACC-00553,Loyal Mid-Market,22603.28,127396.72,54.91,1,0.4102,6,Medium,,,,,,,4654
ACC-06513,At-Risk Dormant,26581.08,123418.92,37.4,0,0.4102,6,Medium,health_score,-0.3554,max_storage_gb,-0.1824,arr,0.1632,4655
ACC-04178,At-Risk Dormant,1431.79,18568.21,59.6,0,0.4102,6,Medium,,,,,,,4656
ACC-06978,Loyal Mid-Market,27763.47,122236.53,51.33,0,0.4102,6,Medium,,,,,,,4657
ACC-02841,Early-Stage Potential,7356.78,32643.22,39.15,1,0.4101,6,Medium,tenure_months,-0.2787,peak_feature_adoption,0.1656,arr,-0.1561,4658
ACC-00823,Early-Stage Potential,34452.84,115547.16,40.98,1,0.4101,6,Medium,,,,,,,4659
ACC-04870,At-Risk Dormant,9861.63,30138.370000000003,65.42,0,0.4101,6,Medium,num_products,-0.2977,contract_end_days,0.2503,peak_feature_adoption,-0.1504,4660
ACC-01067,Loyal Mid-Market,23940.67,126059.33,52.72,1,0.4101,6,Medium,logins_stddev,-0.2651,tenure_months,-0.2066,arr,0.1872,4661
ACC-07495,At-Risk Dormant,1351.19,18648.81,67.11,0,0.4101,6,Medium,,,,,,,4662
ACC-00512,Loyal Mid-Market,1423.14,18576.86,62.76,1,0.4101,6,Medium,,,,,,,4663
ACC-06676,At-Risk Dormant,62223.99,437776.01,55.22,0,0.4101,6,Medium,,,,,,,4664
ACC-03726,At-Risk Dormant,5418.34,34581.66,61.98,0,0.4101,6,Medium,,,,,,,4665
ACC-09902,At-Risk Dormant,30556.26,119443.74,69.13,0,0.4101,6,Medium,,,,,,,4666
ACC-03248,Early-Stage Potential,1859.07,18140.93,45.98,1,0.4101,6,Medium,,,,,,,4667
ACC-05067,Loyal Mid-Market,15287.75,24712.25,58.72,0,0.4101,6,Medium,,,,,,,4668
ACC-08507,Early-Stage Potential,7197.24,32802.76,60.83,0,0.4101,6,Medium,,,,,,,4669
ACC-05726,At-Risk Dormant,1481.23,18518.77,56.17,0,0.4098,6,Medium,,,,,,,4670
ACC-06433,High-Value Engaged,205011.22,294988.78,32.48,0,0.4098,6,Medium,,,,,,,4671
ACC-04132,At-Risk Dormant,14562.74,25437.260000000002,45.37,0,0.4096,6,Medium,,,,,,,4672
ACC-09286,Growth-Stage Expanding,143772.38,356227.62,57.71,1,0.4096,6,Medium,,,,,,,4673
ACC-06253,At-Risk Dormant,20363.94,129636.06,68.55,0,0.4096,6,Medium,,,,,,,4674
ACC-02755,Loyal Mid-Market,3151.43,16848.57,74.68,0,0.4096,6,Medium,,,,,,,4675
ACC-03520,Loyal Mid-Market,8281.22,31718.78,61.7,0,0.4096,6,Medium,num_products,0.2408,arr,-0.1446,peak_feature_adoption,0.1302,4676
ACC-00504,Early-Stage Potential,4820.52,35179.479999999996,38.53,0,0.4096,6,Medium,,,,,,,4677
ACC-07158,Loyal Mid-Market,2187.63,17812.37,70.58,1,0.4096,6,Medium,,,,,,,4678
ACC-06222,Early-Stage Potential,8898.28,141101.72,66.93,0,0.4096,6,Medium,,,,,,,4679
ACC-07494,High-Value Engaged,222258.96,277741.04000000004,25.71,1,0.4096,6,Medium,,,,,,,4680
ACC-07969,Growth-Stage Expanding,107483.94,392516.06,37.13,1,0.4096,6,Medium,,,,,,,4681
ACC-01294,Early-Stage Potential,122384.03,27615.97,32.82,0,0.4096,6,Medium,arr_utilization,-0.5319,avg_feature_adoption,0.4139,num_products,0.3253,4682
