rank,account_id,segment_name,arr,rsam_score,risk_adj_clv,propensity_score,churn_prob_6m,composite_score,final_tier,action_tags,shap_driver_1,shap_driver_2,shap_driver_3,contract_end_days,health_score,nps_score
5229,ACC-03632,Early-Stage Potential,523.16,10666.02,10741.59,0.4428,0.52,0.231407,Tier 5 — Monitor,⚠️ Churn Risk,,,,167,60.51,1
5230,ACC-07471,Loyal Mid-Market,46049.89,42387.39,176402.92,0.3509,0.12,0.231398,Tier 5 — Monitor,👀 Monitor,,,,221,50.22,7
5231,ACC-00784,Early-Stage Potential,7827.07,947.38,20461.97,0.4206,0.12,0.231378,Tier 5 — Monitor,👀 Monitor,num_products,nps_score,login_growth,102,67.07,4
5232,ACC-02761,Loyal Mid-Market,12519.18,30901.1,98708.82,0.4004,0.12,0.231366,Tier 5 — Monitor,👀 Monitor,,,,128,47.77,6
5233,ACC-00893,At-Risk Dormant,14146.92,7167.16,54706.14,0.3961,0.12,0.231349,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,74,61.56,10
5234,ACC-02964,Loyal Mid-Market,2712.89,35777.57,72259.4,0.3794,0.12,0.231341,Tier 5 — Monitor,👀 Monitor,,,,328,58.66,7
5235,ACC-02133,Loyal Mid-Market,1941.38,22748.81,64095.71,0.423,0.12,0.23133,Tier 5 — Monitor,👀 Monitor,,,,181,53.29,8
5236,ACC-05046,Early-Stage Potential,2928.08,15004.11,41291.88,0.4742,0.12,0.231321,Tier 5 — Monitor,👀 Monitor,,,,130,44.19,4
5237,ACC-00940,Growth-Stage Expanding,137133.82,14129.92,341654.36,0.3832,0.12,0.23132,Tier 5 — Monitor,👀 Monitor,,,,234,45.03,3
5238,ACC-00811,Growth-Stage Expanding,105645.39,0.0,101419.57,0.4643,0.52,0.231289,Tier 5 — Monitor,⚠️ Churn Risk,,,,144,52.01,3
5239,ACC-03450,Loyal Mid-Market,1688.81,23468.0,49072.55,0.4335,0.12,0.23127,Tier 5 — Monitor,👀 Monitor,,,,261,53.55,8
5240,ACC-02137,Loyal Mid-Market,35859.27,22125.57,153079.95,0.395,0.12,0.231264,Tier 5 — Monitor,👀 Monitor,num_products,arr,peak_feature_adoption,97,46.66,5
5241,ACC-02740,Loyal Mid-Market,5651.93,34388.3,76930.67,0.3685,0.12,0.231262,Tier 5 — Monitor,⭐ Promoter,,,,270,61.14,10
5242,ACC-08588,Early-Stage Potential,46668.52,0.0,116360.17,0.4912,0.12,0.231254,Tier 5 — Monitor,👀 Monitor,,,,236,46.87,4
5243,ACC-06474,Loyal Mid-Market,12903.35,31535.59,105586.94,0.3686,0.12,0.231245,Tier 5 — Monitor,👀 Monitor,,,,270,60.29,7
5244,ACC-08764,Loyal Mid-Market,1697.94,22142.93,62939.87,0.3654,0.12,0.231242,Tier 5 — Monitor,👀 Monitor,,,,147,67.42,8
5245,ACC-04444,At-Risk Dormant,700.79,20921.6,41860.95,0.3653,0.12,0.231221,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter | ➕ Cross-Sell,,,,84,63.78,10
5246,ACC-06486,Loyal Mid-Market,3641.57,22459.86,49001.05,0.3766,0.12,0.231221,Tier 5 — Monitor,⭐ Promoter | ➕ Cross-Sell,,,,288,69.77,9
5247,ACC-06820,Loyal Mid-Market,2400.11,34557.71,94316.38,0.3513,0.12,0.231218,Tier 5 — Monitor,⭐ Promoter,,,,247,63.49,10
5248,ACC-04433,Loyal Mid-Market,1125.07,33994.67,91685.96,0.3271,0.12,0.231174,Tier 5 — Monitor,👀 Monitor,,,,188,68.89,7
5249,ACC-05599,At-Risk Dormant,9372.41,4207.26,35850.38,0.3768,0.12,0.231164,Tier 5 — Monitor,📅 Renewal Window,contract_end_days,peak_feature_adoption,num_products,35,51.7,8
5250,ACC-05762,Loyal Mid-Market,2532.28,22692.99,62895.03,0.3892,0.12,0.231136,Tier 5 — Monitor,👀 Monitor,,,,255,64.32,8
5251,ACC-05823,Loyal Mid-Market,6758.03,33538.15,77422.41,0.3556,0.12,0.2311,Tier 5 — Monitor,👀 Monitor,,,,222,63.94,6
5252,ACC-05256,At-Risk Dormant,2865.25,19139.91,21124.96,0.4243,0.52,0.2311,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,contract_end_days,logins_per_user,arr,51,41.53,0
5253,ACC-04866,Growth-Stage Expanding,139068.84,34946.07,167054.32,0.4156,0.52,0.231094,Tier 5 — Monitor,⚠️ Churn Risk,health_score,avg_feature_adoption,logins_stddev,105,32.25,0
5254,ACC-00574,Loyal Mid-Market,17244.9,17333.58,80129.91,0.3977,0.12,0.231092,Tier 5 — Monitor,👀 Monitor,arr_utilization,health_score,num_products,317,64.93,5
5255,ACC-01633,Loyal Mid-Market,12670.78,19159.39,84031.68,0.423,0.12,0.23109,Tier 5 — Monitor,👀 Monitor,,,,361,57.12,5
5256,ACC-06424,Loyal Mid-Market,7157.71,20524.09,70237.92,0.3605,0.12,0.231083,Tier 5 — Monitor,⭐ Promoter,,,,233,72.18,9
5257,ACC-07453,At-Risk Dormant,50286.03,0.0,103253.98,0.4264,0.12,0.231075,Tier 5 — Monitor,📅 Renewal Window,arr,contract_end_days,peak_feature_adoption,59,49.18,8
5258,ACC-09518,Early-Stage Potential,31234.48,0.0,29985.1,0.4491,0.52,0.231068,Tier 5 — Monitor,⚠️ Churn Risk,,,,122,61.02,2
5259,ACC-02764,Loyal Mid-Market,63375.78,0.0,152439.87,0.3702,0.12,0.231068,Tier 5 — Monitor,⭐ Promoter,,,,131,71.18,10
5260,ACC-06783,At-Risk Dormant,8434.4,4591.74,34389.06,0.3196,0.12,0.231064,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,42,72.53,10
5261,ACC-07101,Loyal Mid-Market,43547.68,6701.63,107600.54,0.4192,0.12,0.231021,Tier 5 — Monitor,👀 Monitor,arr,num_products,login_growth,147,58.96,6
5262,ACC-01361,Early-Stage Potential,4199.61,2535.69,6465.88,0.4913,0.52,0.230996,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,num_products,peak_feature_adoption,arr,106,48.72,1
5263,ACC-07407,At-Risk Dormant,660.89,19959.12,53227.12,0.3298,0.12,0.230996,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,75,70.82,9
5264,ACC-07577,Early-Stage Potential,1642.9,15036.27,37183.45,0.3996,0.12,0.230988,Tier 5 — Monitor,➕ Cross-Sell,,,,92,60.12,3
5265,ACC-00797,Growth-Stage Expanding,70570.32,0.0,176990.36,0.4171,0.12,0.230977,Tier 5 — Monitor,👀 Monitor,,,,324,62.12,7
5266,ACC-04037,Loyal Mid-Market,23502.9,27924.95,135769.55,0.4171,0.12,0.230943,Tier 5 — Monitor,➕ Cross-Sell,,,,281,46.9,5
5267,ACC-01986,At-Risk Dormant,3391.67,20124.72,55185.13,0.4292,0.12,0.230939,Tier 5 — Monitor,📅 Renewal Window,,,,90,46.85,5
5268,ACC-02323,Loyal Mid-Market,27898.07,13058.8,79893.2,0.4192,0.12,0.23093,Tier 5 — Monitor,👀 Monitor,,,,178,58.8,6
5269,ACC-02649,Loyal Mid-Market,15822.26,30334.15,90035.79,0.3676,0.12,0.230912,Tier 5 — Monitor,➕ Cross-Sell,,,,176,60.04,7
5270,ACC-01082,Loyal Mid-Market,3748.03,34179.56,100128.84,0.3789,0.12,0.230904,Tier 5 — Monitor,👀 Monitor,,,,208,54.65,8
5271,ACC-08232,Early-Stage Potential,36980.0,0.0,92745.84,0.4579,0.12,0.230873,Tier 5 — Monitor,➕ Cross-Sell,,,,355,59.47,4
5272,ACC-08369,At-Risk Dormant,23119.66,0.0,56288.66,0.4502,0.12,0.230868,Tier 5 — Monitor,📅 Renewal Window,contract_end_days,arr,max_storage_gb,44,39.97,3
5273,ACC-09140,Growth-Stage Expanding,64246.6,36724.92,205847.28,0.3362,0.12,0.230864,Tier 5 — Monitor,📅 Renewal Window,,,,62,40.07,4
5274,ACC-04625,Growth-Stage Expanding,134795.05,0.0,328181.01,0.3827,0.12,0.23086,Tier 5 — Monitor,📅 Renewal Window,,,,80,45.02,3
5275,ACC-04560,At-Risk Dormant,6817.06,18537.25,65076.04,0.3857,0.12,0.230856,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter | ➕ Cross-Sell,,,,90,58.47,9
5276,ACC-00970,Loyal Mid-Market,13959.91,28807.98,106634.66,0.3381,0.12,0.230853,Tier 5 — Monitor,👀 Monitor,,,,96,61.29,5
5277,ACC-08123,Loyal Mid-Market,15122.01,50320.42,152611.7,0.3287,0.12,0.230846,Tier 5 — Monitor,⭐ Promoter,arr_utilization,peak_feature_adoption,num_products,260,53.56,9
5278,ACC-07144,Growth-Stage Expanding,101410.88,0.0,184432.59,0.411,0.12,0.230842,Tier 5 — Monitor,👀 Monitor,login_growth,num_products,avg_storage_gb,210,60.8,6
5279,ACC-09367,At-Risk Dormant,8373.32,9911.97,44518.57,0.4561,0.12,0.230835,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,86,46.73,6
5280,ACC-02107,At-Risk Dormant,16726.98,1444.66,46107.46,0.3572,0.12,0.230826,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,59,71.81,10
5281,ACC-08882,Early-Stage Potential,1638.04,10302.13,11462.55,0.483,0.52,0.230826,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,229,51.62,4
5282,ACC-05209,Growth-Stage Expanding,61737.07,0.0,162985.86,0.3871,0.12,0.230784,Tier 5 — Monitor,⭐ Promoter,,,,350,71.56,9
5283,ACC-04996,At-Risk Dormant,31939.39,19538.29,102680.79,0.3956,0.12,0.230751,Tier 5 — Monitor,📅 Renewal Window,,,,77,49.2,7
5284,ACC-02738,Loyal Mid-Market,4955.44,32273.92,96101.39,0.3875,0.12,0.230741,Tier 5 — Monitor,👀 Monitor,,,,98,47.04,5
5285,ACC-08295,Loyal Mid-Market,5674.6,32982.43,70304.27,0.3481,0.12,0.230718,Tier 5 — Monitor,⭐ Promoter,,,,136,63.06,10
5286,ACC-05926,Loyal Mid-Market,28632.85,12901.82,92594.66,0.4046,0.12,0.230649,Tier 5 — Monitor,👀 Monitor,num_products,arr,health_score,322,64.58,7
5287,ACC-04675,Loyal Mid-Market,14850.6,51335.56,131048.6,0.3271,0.12,0.230643,Tier 5 — Monitor,👀 Monitor,support_tickets_l90d,tenure_months,num_products,335,56.29,7
5288,ACC-05015,Loyal Mid-Market,18503.38,28708.08,118406.34,0.4024,0.12,0.230622,Tier 5 — Monitor,👀 Monitor,,,,137,46.92,5
5289,ACC-08692,Loyal Mid-Market,32679.63,11002.74,110836.69,0.4273,0.12,0.23062,Tier 5 — Monitor,⭐ Promoter,arr,num_products,logins_per_user,190,55.31,9
5290,ACC-05870,Loyal Mid-Market,73649.36,10002.72,159496.63,0.3618,0.12,0.230609,Tier 5 — Monitor,👀 Monitor,,,,186,68.65,6
5291,ACC-02551,Loyal Mid-Market,13618.59,18231.28,73339.63,0.383,0.12,0.230608,Tier 5 — Monitor,⭐ Promoter,,,,189,65.79,10
5292,ACC-07245,At-Risk Dormant,10556.97,25801.02,87453.13,0.3585,0.12,0.230584,Tier 5 — Monitor,📅 Renewal Window,contract_end_days,logins_stddev,users_per_login,56,50.15,3
5293,ACC-00090,At-Risk Dormant,4186.43,10938.66,31500.47,0.3896,0.12,0.230576,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,53,55.72,5
5294,ACC-01335,At-Risk Dormant,1830.81,28864.43,73832.31,0.4066,0.12,0.230575,Tier 5 — Monitor,📅 Renewal Window,arr,num_products,health_score,55,36.21,1
5295,ACC-03130,Early-Stage Potential,1583.33,10387.15,23701.57,0.4657,0.12,0.230574,Tier 5 — Monitor,👀 Monitor,tenure_months,avg_feature_adoption,arr_utilization,333,56.56,4
5296,ACC-05487,Loyal Mid-Market,2096.92,34861.48,70467.36,0.3685,0.12,0.230549,Tier 5 — Monitor,➕ Cross-Sell,,,,174,58.29,5
5297,ACC-02837,Loyal Mid-Market,7383.36,52280.71,114634.59,0.3002,0.12,0.230536,Tier 5 — Monitor,➕ Cross-Sell,tenure_months,num_products,peak_feature_adoption,285,63.61,7
5298,ACC-04010,Early-Stage Potential,4368.83,14694.86,18301.16,0.4608,0.52,0.230533,Tier 5 — Monitor,⚠️ Churn Risk,num_products,arr_utilization,contract_end_days,128,49.37,2
5299,ACC-05486,Loyal Mid-Market,1855.66,34704.69,94910.65,0.3556,0.12,0.230512,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,support_tickets_l90d,arr,254,61.8,6
5300,ACC-08244,Loyal Mid-Market,63196.67,0.0,120494.99,0.3698,0.12,0.230496,Tier 5 — Monitor,⭐ Promoter,,,,331,79.73,9
5301,ACC-02175,Loyal Mid-Market,25627.65,14169.67,82300.88,0.4216,0.12,0.230488,Tier 5 — Monitor,👀 Monitor,,,,296,59.72,6
5302,ACC-06218,Early-Stage Potential,3493.77,4900.25,17481.92,0.457,0.12,0.230463,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,arr_utilization,num_products,99,53.99,2
5303,ACC-06714,Loyal Mid-Market,3831.33,22362.78,64926.51,0.4532,0.12,0.230451,Tier 5 — Monitor,👀 Monitor,,,,283,47.31,5
5304,ACC-01951,Loyal Mid-Market,2197.45,22638.31,50996.11,0.361,0.12,0.230442,Tier 5 — Monitor,👀 Monitor,health_score,num_products,arr,294,73.11,5
5305,ACC-09960,Loyal Mid-Market,41615.07,7312.04,111945.22,0.436,0.12,0.230403,Tier 5 — Monitor,👀 Monitor,,,,123,51.53,5
5306,ACC-02552,Early-Stage Potential,5336.35,14495.84,52356.98,0.4064,0.12,0.230386,Tier 5 — Monitor,👀 Monitor,,,,285,66.12,3
5307,ACC-05890,Growth-Stage Expanding,118300.07,0.0,248114.68,0.4503,0.12,0.230356,Tier 5 — Monitor,👀 Monitor,,,,289,45.65,6
5308,ACC-06928,Early-Stage Potential,658.82,16074.53,30677.79,0.4393,0.12,0.230322,Tier 5 — Monitor,👀 Monitor,,,,141,53.76,3
5309,ACC-00116,Loyal Mid-Market,2518.3,22477.46,49858.17,0.3542,0.12,0.230303,Tier 5 — Monitor,⭐ Promoter,,,,330,75.5,9
5310,ACC-03158,At-Risk Dormant,24365.24,0.0,44312.25,0.4276,0.12,0.23029,Tier 5 — Monitor,📅 Renewal Window,,,,89,60.96,3
5311,ACC-02440,Loyal Mid-Market,4024.05,34008.44,93154.24,0.3523,0.12,0.230288,Tier 5 — Monitor,👀 Monitor,,,,259,63.23,5
5312,ACC-04665,Early-Stage Potential,4147.5,9221.03,12833.8,0.4541,0.52,0.230281,Tier 5 — Monitor,⚠️ Churn Risk,,,,219,59.22,4
5313,ACC-09172,Loyal Mid-Market,12915.43,18323.96,82471.99,0.3857,0.12,0.230263,Tier 5 — Monitor,⭐ Promoter,,,,182,63.63,9
5314,ACC-07170,Growth-Stage Expanding,127203.23,17359.66,320158.66,0.3523,0.12,0.230238,Tier 5 — Monitor,👀 Monitor,,,,354,54.16,3
5315,ACC-07380,Early-Stage Potential,24607.18,0.0,23622.89,0.5057,0.52,0.230175,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,284,51.84,3
5316,ACC-04658,Growth-Stage Expanding,42287.38,22940.23,62618.52,0.4024,0.52,0.230166,Tier 5 — Monitor,⚠️ Churn Risk,,,,322,60.98,3
5317,ACC-08920,Early-Stage Potential,13609.75,5032.98,49216.75,0.4381,0.12,0.23015,Tier 5 — Monitor,👀 Monitor,,,,257,63.58,4
5318,ACC-04500,Loyal Mid-Market,9415.0,33170.08,84318.46,0.3918,0.12,0.230148,Tier 5 — Monitor,➕ Cross-Sell,,,,277,54.33,8
5319,ACC-08100,Early-Stage Potential,893.58,4193.59,9401.11,0.4502,0.12,0.230125,Tier 5 — Monitor,➕ Cross-Sell,arr,num_products,avg_storage_gb,300,65.36,4
5320,ACC-08932,Loyal Mid-Market,33011.35,24223.37,130113.57,0.429,0.12,0.230123,Tier 5 — Monitor,👀 Monitor,,,,164,42.86,5
5321,ACC-03086,At-Risk Dormant,32919.31,0.0,72905.3,0.45,0.12,0.230066,Tier 5 — Monitor,📅 Renewal Window,,,,67,47.52,6
5322,ACC-00195,Loyal Mid-Market,46049.13,5893.11,99798.38,0.4408,0.12,0.230041,Tier 5 — Monitor,👀 Monitor,,,,249,57.29,5
5323,ACC-08197,Loyal Mid-Market,8251.67,20120.9,72822.98,0.3547,0.12,0.230029,Tier 5 — Monitor,⭐ Promoter,,,,327,74.52,9
5324,ACC-06946,Loyal Mid-Market,17412.15,61639.6,208696.62,0.3271,0.12,0.230013,Tier 5 — Monitor,💰 High Headroom | ➕ Cross-Sell,,,,190,38.78,5
5325,ACC-05161,Loyal Mid-Market,1279.27,55361.19,100517.96,0.3271,0.12,0.229999,Tier 5 — Monitor,👀 Monitor,support_tickets_l90d,arr,avg_storage_gb,323,55.87,6
5326,ACC-00595,Growth-Stage Expanding,107735.33,0.0,248078.56,0.4192,0.12,0.229986,Tier 5 — Monitor,⭐ Promoter,,,,325,54.13,9
5327,ACC-09567,Loyal Mid-Market,44356.01,6532.98,118673.08,0.4103,0.12,0.229949,Tier 5 — Monitor,👀 Monitor,,,,361,64.72,8
5328,ACC-07046,Loyal Mid-Market,3035.28,22664.77,47493.68,0.423,0.12,0.229949,Tier 5 — Monitor,⭐ Promoter,,,,219,55.08,9
5329,ACC-06589,Loyal Mid-Market,2290.8,34646.31,73135.5,0.34,0.12,0.229913,Tier 5 — Monitor,👀 Monitor,,,,269,67.86,8
5330,ACC-02933,Loyal Mid-Market,10128.5,52786.87,119958.65,0.353,0.12,0.229894,Tier 5 — Monitor,👀 Monitor,,,,246,47.54,7
5331,ACC-09461,At-Risk Dormant,624.52,20776.1,55555.96,0.3841,0.12,0.229892,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,84,56.58,9
5332,ACC-03356,Loyal Mid-Market,40149.29,8059.64,120200.93,0.4217,0.12,0.229877,Tier 5 — Monitor,⭐ Promoter,login_growth,logins_per_user,arr,207,57.85,9
5333,ACC-00897,Loyal Mid-Market,27213.41,13265.07,89646.36,0.4329,0.12,0.229857,Tier 5 — Monitor,👀 Monitor,num_products,contract_end_days,peak_feature_adoption,208,54.32,8
5334,ACC-04272,Early-Stage Potential,4930.33,2334.12,17686.51,0.4746,0.12,0.229848,Tier 5 — Monitor,👀 Monitor,num_products,arr,total_api_calls,277,58.76,4
5335,ACC-01652,Loyal Mid-Market,35487.26,9974.0,86012.7,0.4293,0.12,0.229817,Tier 5 — Monitor,⭐ Promoter,,,,161,55.98,10
5336,ACC-09675,Loyal Mid-Market,51176.84,40502.96,201695.56,0.3572,0.12,0.229814,Tier 5 — Monitor,👀 Monitor,,,,286,47.52,7
5337,ACC-06251,At-Risk Dormant,3532.05,11406.09,37903.02,0.4803,0.12,0.229808,Tier 5 — Monitor,📅 Renewal Window,contract_end_days,health_score,max_storage_gb,67,35.02,2
5338,ACC-04234,At-Risk Dormant,25262.48,9408.07,83394.26,0.4457,0.12,0.229799,Tier 5 — Monitor,📅 Renewal Window,,,,42,30.25,3
5339,ACC-06182,Early-Stage Potential,6298.76,3985.46,9872.83,0.4914,0.52,0.229774,Tier 5 — Monitor,⚠️ Churn Risk,,,,285,54.01,0
5340,ACC-06223,Loyal Mid-Market,13578.38,50402.77,128559.44,0.3271,0.12,0.229772,Tier 5 — Monitor,👀 Monitor,,,,181,53.24,8
5341,ACC-02200,Early-Stage Potential,6713.33,8003.21,35182.32,0.4311,0.12,0.229757,Tier 5 — Monitor,👀 Monitor,arr,num_products,support_tickets_l90d,252,64.4,4
5342,ACC-02504,Loyal Mid-Market,500.07,22577.65,59909.74,0.3627,0.12,0.229722,Tier 5 — Monitor,➕ Cross-Sell,,,,173,68.28,6
5343,ACC-03261,Growth-Stage Expanding,43553.34,21664.49,62609.11,0.4296,0.52,0.229722,Tier 5 — Monitor,⚠️ Churn Risk,,,,141,49.18,4
5344,ACC-02591,Early-Stage Potential,5397.33,2058.32,17933.32,0.5027,0.12,0.229705,Tier 5 — Monitor,👀 Monitor,,,,176,48.7,1
5345,ACC-09713,Early-Stage Potential,756.96,4111.13,12851.73,0.4676,0.12,0.229667,Tier 5 — Monitor,➕ Cross-Sell,,,,160,56.4,0
5346,ACC-09896,Loyal Mid-Market,6293.97,53385.86,114664.8,0.3287,0.12,0.229663,Tier 5 — Monitor,➕ Cross-Sell,,,,269,54.37,5
5347,ACC-06626,Early-Stage Potential,873.11,10279.09,29441.78,0.4561,0.12,0.229637,Tier 5 — Monitor,👀 Monitor,,,,170,54.26,4
5348,ACC-00780,Loyal Mid-Market,872.33,23204.63,63563.2,0.4021,0.12,0.229608,Tier 5 — Monitor,👀 Monitor,,,,264,59.5,6
5349,ACC-03352,Growth-Stage Expanding,135142.31,0.0,129736.62,0.5158,0.52,0.229599,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,238,37.86,4
5350,ACC-03614,Loyal Mid-Market,2361.12,22639.4,63067.97,0.3832,0.12,0.229587,Tier 5 — Monitor,👀 Monitor,,,,308,65.62,6
5351,ACC-04185,Loyal Mid-Market,1110.27,23115.08,46189.66,0.3729,0.12,0.22957,Tier 5 — Monitor,👀 Monitor,health_score,arr,nps_score,272,69.07,7
5352,ACC-05341,Early-Stage Potential,49300.56,0.0,92553.59,0.4877,0.12,0.229561,Tier 5 — Monitor,👀 Monitor,contract_end_days,arr,tenure_months,356,50.58,3
5353,ACC-03634,At-Risk Dormant,33295.5,0.0,64460.09,0.3857,0.12,0.22956,Tier 5 — Monitor,📅 Renewal Window,,,,46,56.57,7
5354,ACC-05114,At-Risk Dormant,3209.67,19790.9,22080.57,0.3685,0.52,0.22956,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,74,62.26,3
5355,ACC-02712,Loyal Mid-Market,33519.1,10656.6,116623.85,0.4293,0.12,0.229553,Tier 5 — Monitor,👀 Monitor,,,,224,54.67,7
5356,ACC-08451,At-Risk Dormant,5015.94,11125.55,42613.56,0.4562,0.12,0.229541,Tier 5 — Monitor,📅 Renewal Window,,,,78,43.6,4
5357,ACC-08199,Early-Stage Potential,20037.55,0.0,36735.51,0.4878,0.12,0.229529,Tier 5 — Monitor,👀 Monitor,total_api_calls,max_storage_gb,peak_feature_adoption,179,52.24,1
5358,ACC-01395,Early-Stage Potential,4087.35,2704.54,14643.36,0.4986,0.12,0.229508,Tier 5 — Monitor,➕ Cross-Sell,,,,278,52.18,3
5359,ACC-07113,At-Risk Dormant,7903.94,9909.93,36839.06,0.3732,0.12,0.229501,Tier 5 — Monitor,📅 Renewal Window,users_per_login,max_storage_gb,peak_feature_adoption,84,68.13,4
5360,ACC-00220,Loyal Mid-Market,38638.39,23066.02,130319.68,0.4276,0.12,0.229498,Tier 5 — Monitor,👀 Monitor,,,,328,47.39,6
5361,ACC-06144,Loyal Mid-Market,6631.72,53066.64,142718.88,0.3537,0.12,0.229492,Tier 5 — Monitor,👀 Monitor,,,,301,45.67,5
5362,ACC-03833,Early-Stage Potential,46648.57,0.0,94416.7,0.4877,0.12,0.229472,Tier 5 — Monitor,➕ Cross-Sell,,,,119,43.22,0
5363,ACC-00842,Loyal Mid-Market,5700.29,21127.53,70825.42,0.4398,0.12,0.229441,Tier 5 — Monitor,➕ Cross-Sell,tenure_months,num_products,arr,188,48.09,6
5364,ACC-09120,Loyal Mid-Market,2554.73,22205.04,49750.63,0.391,0.12,0.229416,Tier 5 — Monitor,👀 Monitor,,,,159,61.08,7
5365,ACC-01937,At-Risk Dormant,2572.39,7546.16,22557.62,0.4003,0.12,0.229415,Tier 5 — Monitor,📅 Renewal Window,contract_end_days,arr,peak_feature_adoption,53,55.08,3
5366,ACC-00039,At-Risk Dormant,42085.72,3303.84,106514.17,0.4974,0.12,0.229318,Tier 5 — Monitor,📅 Renewal Window,contract_end_days,health_score,arr,66,28.72,0
5367,ACC-09774,At-Risk Dormant,10273.29,4394.29,38077.02,0.4231,0.12,0.229264,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,64,53.56,9
5368,ACC-06192,Growth-Stage Expanding,95335.37,0.0,91521.96,0.4892,0.52,0.22925,Tier 5 — Monitor,⚠️ Churn Risk,,,,291,49.24,4
5369,ACC-08190,At-Risk Dormant,2121.4,11032.1,31831.42,0.4004,0.12,0.22922,Tier 5 — Monitor,📅 Renewal Window,,,,41,44.92,0
5370,ACC-04217,At-Risk Dormant,3126.64,29702.83,83780.84,0.3612,0.12,0.229217,Tier 5 — Monitor,📅 Renewal Window,,,,85,53.77,7
5371,ACC-02304,Loyal Mid-Market,4679.33,34455.93,90115.44,0.3891,0.12,0.229209,Tier 5 — Monitor,👀 Monitor,,,,325,53.62,7
5372,ACC-00486,At-Risk Dormant,35855.19,14547.44,102754.16,0.3767,0.12,0.229146,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,31,32.59,1
5373,ACC-08122,Early-Stage Potential,3552.43,5034.74,18891.73,0.4632,0.12,0.229087,Tier 5 — Monitor,👀 Monitor,,,,165,56.19,0
5374,ACC-04820,Loyal Mid-Market,5932.01,20740.09,62590.5,0.436,0.12,0.229087,Tier 5 — Monitor,👀 Monitor,,,,139,47.48,5
5375,ACC-08697,High-Value Engaged,195670.25,0.0,350119.3,0.3509,0.12,0.229027,Tier 5 — Monitor,📅 Renewal Window,,,,81,50.21,0
5376,ACC-00976,Loyal Mid-Market,5420.11,21550.02,56565.31,0.4004,0.12,0.229,Tier 5 — Monitor,➕ Cross-Sell,,,,240,60.76,6
5377,ACC-03262,Loyal Mid-Market,11072.59,50879.87,158102.7,0.3271,0.12,0.228896,Tier 5 — Monitor,👀 Monitor,,,,325,52.6,7
5378,ACC-06631,At-Risk Dormant,4293.75,10258.95,32229.4,0.361,0.12,0.228892,Tier 5 — Monitor,📅 Renewal Window,,,,44,57.66,7
5379,ACC-01525,Loyal Mid-Market,4571.09,53478.45,133668.72,0.34,0.12,0.228872,Tier 5 — Monitor,👀 Monitor,num_products,peak_feature_adoption,nps_score,312,49.57,6
5380,ACC-08390,At-Risk Dormant,5775.25,17989.93,62740.05,0.3857,0.12,0.228807,Tier 5 — Monitor,📅 Renewal Window,,,,65,52.14,7
5381,ACC-01540,Loyal Mid-Market,15496.77,16924.29,85591.57,0.4272,0.12,0.228794,Tier 5 — Monitor,➕ Cross-Sell,,,,123,48.77,5
5382,ACC-05891,At-Risk Dormant,1551.47,25902.33,51137.26,0.2885,0.12,0.228739,Tier 5 — Monitor,📅 Renewal Window,,,,40,61.9,6
5383,ACC-05181,At-Risk Dormant,4636.09,17870.29,45222.8,0.3556,0.12,0.228726,Tier 5 — Monitor,📅 Renewal Window,,,,54,57.91,5
5384,ACC-02858,Loyal Mid-Market,35461.83,10180.24,93718.38,0.4197,0.12,0.22872,Tier 5 — Monitor,👀 Monitor,,,,345,61.06,6
5385,ACC-09730,At-Risk Dormant,1144.94,28721.67,63954.39,0.3633,0.12,0.228714,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,53,46.48,0
5386,ACC-09529,Loyal Mid-Market,3553.21,32599.62,75294.25,0.3536,0.12,0.228704,Tier 5 — Monitor,➕ Cross-Sell,,,,104,56.99,7
5387,ACC-01089,Early-Stage Potential,9806.1,13033.33,21925.84,0.4415,0.52,0.228693,Tier 5 — Monitor,⚠️ Churn Risk,,,,311,59.71,2
5388,ACC-04370,Loyal Mid-Market,19815.06,15672.1,74948.83,0.3937,0.12,0.228667,Tier 5 — Monitor,➕ Cross-Sell,,,,151,61.32,5
